"Vorwahl";"Ortsnetz";"10_oder_11";"Losgr";"Sum_RNB";"Stand"
"039452";"Ilsenburg";11;4;390;"07.10.2008"
"039453";"Derenburg";11;4;338;"07.10.2008"
"039454";"Elbingerode Harz";1011;4;47;"07.10.2008"
"039455";"Schierke";11;4;239;"07.10.2008"
"039456";"Altenbrak";1011;3;38;"07.10.2008"
"039457";"Benneckenstein Harz";1011;4;51;"07.10.2008"
"039458";"Heudeber";11;4;216;"07.10.2008"
"039459";"Hasselfelde";1011;4;58;"07.10.2008"
"03946";"Quedlinburg";1011;4;347;"07.10.2008"
"03947";"Thale";1011;10;462;"07.10.2008"
"039481";"Hedersleben b Aschersleben";1011;4;64;"07.10.2008"
"039482";"Gatersleben";11;4;202;"07.10.2008"
"039483";"Ballenstedt";11;4;195;"07.10.2008"
"039484";"Harzgerode";11;4;369;"07.10.2008"
"039485";"Gernrode Harz";11;4;201;"07.10.2008"
"039487";"Friedrichsbrunn";11;4;192;"07.10.2008"
"039488";"GÅntersberge";11;4;194;"07.10.2008"
"039489";"Strassberg Harz";1011;4;46;"07.10.2008"
"03949";"Oschersleben Bode";1011;10;466;"07.10.2008"
"0395";"Neubrandenburg";1011;30;8002;"07.10.2008"
"039600";"Zwiedorf";1011;4;65;"07.10.2008"
"039601";"Friedland Meckl";1011;4;55;"07.10.2008"
"039602";"Kleeth";1011;4;62;"07.10.2008"
"039603";"Burg Stargard";1011;4;53;"07.10.2008"
"039604";"Wildberg b Altentreptow";1011;4;63;"07.10.2008"
"039605";"Gross Nemerow";1011;4;58;"07.10.2008"
"039606";"Glienke";1011;4;65;"07.10.2008"
"039607";"Kotelow";1011;4;66;"07.10.2008"
"039608";"Staven";1011;4;63;"07.10.2008"
"03961";"Altentreptow";1011;10;829;"07.10.2008"
"03962";"Penzlin b Waren";1011;10;841;"07.10.2008"
"03963";"Woldegk";1011;10;844;"07.10.2008"
"03964";"Bredenfelde b Strasburg";1011;10;850;"07.10.2008"
"03965";"Burow b Altentreptow";1011;10;846;"07.10.2008"
"03966";"Cîlpin";1011;10;850;"07.10.2008"
"03967";"Oertzenhof b Strasburg";1011;10;850;"07.10.2008"
"03968";"Schînbeck Meckl";1011;10;848;"07.10.2008"
"03969";"Siedenbollentin";1011;10;849;"07.10.2008"
"03971";"Anklam";1011;10;790;"07.10.2008"
"039721";"Liepen b Anklam";1011;4;66;"07.10.2008"
"039722";"Sarnow b Anklam";1011;4;64;"07.10.2008"
"039723";"Krien";1011;4;64;"07.10.2008"
"039724";"Klein BÅnzow";1011;4;63;"07.10.2008"
"039726";"Ducherow";1011;4;63;"07.10.2008"
"039727";"Spantekow";1011;4;64;"07.10.2008"
"039728";"Medow b Anklam";1011;4;66;"07.10.2008"
"03973";"Pasewalk";1011;10;801;"07.10.2008"
"039740";"Nechlin";1011;4;66;"07.10.2008"
"039741";"Jatznick";1011;4;64;"07.10.2008"
"039742";"BrÅssow b Pasewalk";1011;4;64;"07.10.2008"
"039743";"Zerrenthin";1011;4;67;"07.10.2008"
"039744";"Rothenklempenow";1011;4;67;"07.10.2008"
"039745";"Hetzdorf b Strasburg";1011;4;66;"07.10.2008"
"039746";"Krackow";1011;4;65;"07.10.2008"
"039747";"ZÅsedom";1011;4;66;"07.10.2008"
"039748";"Viereck";1011;4;67;"07.10.2008"
"039749";"Grambow b Pasewalk";1011;4;66;"07.10.2008"
"039751";"Penkun";1011;4;63;"07.10.2008"
"039752";"Blumenhagen b Strasburg";1011;4;67;"07.10.2008"
"039753";"Strasburg";1011;4;55;"07.10.2008"
"039754";"Lîcknitz Vorpom";1011;4;59;"07.10.2008"
"03976";"Torgelow b UeckermÅnde";1011;10;826;"07.10.2008"
"039771";"UeckermÅnde";11;4;440;"07.10.2008"
"039772";"RothemÅhl";1011;4;65;"07.10.2008"
"039773";"Altwarp";1011;4;65;"07.10.2008"
"039774";"Mînkebude";1011;4;66;"07.10.2008"
"039775";"Ahlbeck b Torgelow";1011;4;66;"07.10.2008"
"039776";"Hintersee";1011;4;67;"07.10.2008"
"039777";"Borkenfriede";1011;4;65;"07.10.2008"
"039778";"Ferdinandshof b Torgelow";1011;4;59;"07.10.2008"
"039779";"Eggesin";1011;4;58;"07.10.2008"
"03981";"Neustrelitz";1011;10;761;"07.10.2008"
"039820";"Triepkendorf";1011;4;67;"07.10.2008"
"039821";"Carpin";1011;4;67;"07.10.2008"
"039822";"Kratzeburg";1011;4;68;"07.10.2008"
"039823";"Rechlin";1011;4;61;"07.10.2008"
"039824";"Hohenzieritz";1011;4;67;"07.10.2008"
"039825";"Wokuhl";1011;4;68;"07.10.2008"
"039826";"Blankensee b Neustrelitz";1011;4;65;"07.10.2008"
"039827";"Schwarz b Neustrelitz";1011;4;67;"07.10.2008"
"039828";"Wustrow Kr Mecklenburg-Strelitz";1011;4;66;"07.10.2008"
"039829";"Blankenfîrde";1011;4;67;"07.10.2008"
"039831";"Feldberg Meckl";1011;4;57;"07.10.2008"
"039832";"Wesenberg Meckl";1011;4;63;"07.10.2008"
"039833";"Mirow Kr Neustrelitz";1011;4;57;"07.10.2008"
"03984";"Prenzlau";1011;4;340;"07.10.2008"
"039851";"Gîritz b Prenzlau";11;4;248;"07.10.2008"
"039852";"Schînermark b Prenzlau";11;4;340;"07.10.2008"
"039853";"Holzendorf b Prenzlau";1011;4;52;"07.10.2008"
"039854";"Kleptow";1011;3;40;"07.10.2008"
"039855";"Parmen-Weggun";1011;4;50;"07.10.2008"
"039856";"Beenz b Prenzlau";1011;4;51;"07.10.2008"
"039857";"Drense";1011;4;46;"07.10.2008"
"039858";"Bietikow";1011;3;38;"07.10.2008"
"039859";"FÅrstenwerder";1011;4;41;"07.10.2008"
"039861";"Gramzow b Prenzlau";11;4;195;"07.10.2008"
"039862";"Schmîlln b Prenzlau";1011;4;59;"07.10.2008"
"039863";"Seehausen b Prenzlau";11;4;337;"07.10.2008"
"03987";"Templin";1011;10;448;"07.10.2008"
"039881";"Ringenwalde b Templin";1011;4;50;"07.10.2008"
"039882";"Gollin";1011;4;49;"07.10.2008"
"039883";"Gro· Dîlln";1011;3;39;"07.10.2008"
"039884";"Hassleben b Prenzlau";1011;4;54;"07.10.2008"
"039885";"Jakobshagen";1011;4;61;"07.10.2008"
"039886";"Milmersdorf";11;4;328;"07.10.2008"
"039887";"Gerswalde";11;4;258;"07.10.2008"
"039888";"Lychen";11;4;400;"07.10.2008"
"039889";"Boitzenburg";11;4;223;"07.10.2008"
"03991";"Waren MÅritz";1011;10;730;"07.10.2008"
"039921";"Ankershagen";1011;4;60;"07.10.2008"
"039922";"Dambeck b Rîbel";1011;4;57;"07.10.2008"
"039923";"Priborn";1011;4;59;"07.10.2008"
"039924";"Stuer";1011;4;56;"07.10.2008"
"039925";"Wredenhagen";1011;4;59;"07.10.2008"
"039926";"Grabowhîfe";1011;4;62;"07.10.2008"
"039927";"Nossentiner HÅtte";1011;4;67;"07.10.2008"
"039928";"Mîllenhagen";1011;4;54;"07.10.2008"
"039929";"Jabel b Waren";1011;4;66;"07.10.2008"
"039931";"Rîbel MÅritz";1011;4;50;"07.10.2008"
"039932";"Malchow b Waren";1011;4;47;"07.10.2008"
"039933";"Vollrathsruhe";1011;4;62;"07.10.2008"
"039934";"Gro· Plasten";1011;4;52;"07.10.2008"
"03994";"Malchin";1011;10;814;"07.10.2008"
"039951";"Faulenrost";1011;4;59;"07.10.2008"
"039952";"Grammentin";1011;4;60;"07.10.2008"
"039953";"Schwinkendorf";1011;4;68;"07.10.2008"
"039954";"Stavenhagen Reuterstadt";1011;4;47;"07.10.2008"
"039955";"JÅrgenstorf Meckl";1011;4;64;"07.10.2008"
"039956";"Neukalen";1011;4;66;"07.10.2008"
"039957";"Gielow";1011;4;66;"07.10.2008"
"039959";"Dargun";1011;4;56;"07.10.2008"
"03996";"Teterow";1011;10;819;"07.10.2008"
"039971";"Gnoien";1011;4;60;"07.10.2008"
"039972";"Walkendorf";1011;4;66;"07.10.2008"
"039973";"Altkalen";1011;4;67;"07.10.2008"
"039975";"ThÅrkow";1011;4;68;"07.10.2008"
"039976";"Gro· BÅtzin";1011;4;67;"07.10.2008"
"039977";"Jîrdenstorf";1011;4;65;"07.10.2008"
"039978";"Gross Roge";1011;4;66;"07.10.2008"
"03998";"Demmin";1011;10;806;"07.10.2008"
"039991";"Daberkow";1011;4;66;"07.10.2008"
"039992";"Gîrmin";1011;4;65;"07.10.2008"
"039993";"Hohenmocker";1011;4;67;"07.10.2008"
"039994";"Metschow";1011;4;66;"07.10.2008"
"039995";"Nossendorf";1011;4;68;"07.10.2008"
"039996";"Tîrpin";1011;4;65;"07.10.2008"
"039997";"Jarmen";1011;4;63;"07.10.2008"
"039998";"Loitz b Demmin";1011;4;57;"07.10.2008"
"039999";"Tutow";1011;4;65;"07.10.2008"
"040";"Hamburg";1011;50;31329;"07.10.2008"
"04101";"Pinneberg";11;4;2368;"07.10.2008"
"04102";"Ahrensburg";1011;4;340;"07.10.2008"
"04103";"Wedel";11;4;228;"07.10.2008"
"04104";"AumÅhle b Hamburg";1011;3;163;"07.10.2008"
"04105";"Seevetal";1011;4;263;"07.10.2008"
"04106";"Quickborn Kr Pinneberg";1011;4;214;"07.10.2008"
"04107";"Siek Kr Stormarn";1011;10;454;"07.10.2008"
"04108";"Rosengarten Kr Harburg";1011;10;470;"07.10.2008"
"04109";"Tangstedt Bz Hamburg";1011;10;555;"07.10.2008"
"04120";"Ellerhoop";1011;4;278;"07.10.2008"
"04121";"Elmshorn";11;4;1014;"07.10.2008"
"04122";"Uetersen";11;4;1486;"07.10.2008"
"04123";"Barmstedt";11;4;1197;"07.10.2008"
"04124";"GlÅckstadt";1011;3;181;"07.10.2008"
"04125";"SeestermÅhe";1011;4;242;"07.10.2008"
"04126";"Horst Holstein";1011;3;185;"07.10.2008"
"04127";"Westerhorn";1011;3;190;"07.10.2008"
"04128";"Kollmar";1011;4;278;"07.10.2008"
"04129";"Haseldorf";1011;4;301;"07.10.2008"
"04131";"LÅneburg";11;4;1555;"07.10.2008"
"04132";"Amelinghausen";1011;3;169;"07.10.2008"
"04133";"Wittorf Kr LÅneburg";1011;10;418;"07.10.2008"
"04134";"Embsen Kr LÅnebeburg";1011;4;232;"07.10.2008"
"04135";"Kirchgellersen";1011;4;237;"07.10.2008"
"04136";"Scharnebeck";1011;4;232;"07.10.2008"
"04137";"Barendorf";1011;4;304;"07.10.2008"
"04138";"Betzendorf Kr LÅnebeburg";1011;10;593;"07.10.2008"
"04139";"Hohnstorf Elbe";1011;10;684;"07.10.2008"
"04140";"Estorf Kr Stade";1011;4;295;"07.10.2008"
"04141";"Stade";1011;4;219;"07.10.2008"
"04142";"Steinkirchen Kr Stade";1011;10;522;"07.10.2008"
"04143";"Drochtersen";1011;4;287;"07.10.2008"
"04144";"Himmelpforten";1011;4;301;"07.10.2008"
"04146";"Stade-BÅtzfleth";1011;10;415;"07.10.2008"
"04148";"Drochtersen-Assel";1011;10;460;"07.10.2008"
"04149";"Fredenbeck";1011;3;159;"07.10.2008"
"04151";"Schwarzenbek";11;4;1546;"07.10.2008"
"04152";"Geesthacht";11;4;1331;"07.10.2008"
"04153";"Lauenburg Elbe";1011;10;479;"07.10.2008"
"04154";"Trittau";1011;4;212;"07.10.2008"
"04155";"BÅchen";1011;4;350;"07.10.2008"
"04156";"Talkau";1011;10;372;"07.10.2008"
"04158";"Roseburg";1011;4;318;"07.10.2008"
"04159";"Basthorst";1011;4;342;"07.10.2008"
"04161";"Buxtehude";1011;4;269;"07.10.2008"
"04162";"Jork";11;4;1026;"07.10.2008"
"04163";"Horneburg Niederelbe";1011;4;234;"07.10.2008"
"04164";"Harsefeld";1011;4;276;"07.10.2008"
"04165";"Hollenstedt Nordheide";1011;10;596;"07.10.2008"
"04166";"Ahlerstedt";1011;4;250;"07.10.2008"
"04167";"Apensen";1011;3;163;"07.10.2008"
"04168";"Neu Wulmstorf-Elstorf";1011;4;203;"07.10.2008"
"04169";"Sauensiek";1011;3;161;"07.10.2008"
"04171";"Winsen Luhe";1011;4;270;"07.10.2008"
"04172";"Salzhausen";1011;3;166;"07.10.2008"
"04173";"Wulfsen";1011;4;268;"07.10.2008"
"04174";"Stelle Kr Harburg";1011;10;428;"07.10.2008"
"04175";"Egestorf Nordheide";1011;4;259;"07.10.2008"
"04176";"Marschacht";11;4;1289;"07.10.2008"
"04177";"Drage Elbe";1011;10;445;"07.10.2008"
"04178";"Radbruch";1011;4;302;"07.10.2008"
"04179";"Winsen-Tînnhausen";1011;10;402;"07.10.2008"
"04180";"Kînigsmoor";1011;10;446;"07.10.2008"
"04181";"Buchholz in der Nordheide";11;4;1505;"07.10.2008"
"04182";"Tostedt";1011;3;183;"07.10.2008"
"04183";"Jesteburg";1011;4;259;"07.10.2008"
"04184";"Hanstedt Nordheide";1011;4;214;"07.10.2008"
"04185";"Marxen Auetal";1011;10;450;"07.10.2008"
"04186";"Buchholz-Trelde";1011;4;281;"07.10.2008"
"04187";"Holm-Seppensen";1011;4;336;"07.10.2008"
"04188";"Welle Nordheide";1011;4;303;"07.10.2008"
"04189";"Undeloh";1011;10;448;"07.10.2008"
"04191";"Kaltenkirchen Holst";11;4;695;"07.10.2008"
"04192";"Bad Bramstedt";11;4;385;"07.10.2008"
"04193";"Henstedt-Ulzburg";11;4;717;"07.10.2008"
"04194";"SievershÅtten";1011;4;210;"07.10.2008"
"04195";"Hartenholm";1011;4;324;"07.10.2008"
"04202";"Achim b Bremen";11;4;1682;"07.10.2008"
"04203";"Weyhe b Bremen";11;4;704;"07.10.2008"
"04204";"Thedinghausen";1011;10;359;"07.10.2008"
"04205";"Ottersberg";1011;4;288;"07.10.2008"
"04206";"Stuhr-Heiligenrode";1011;4;329;"07.10.2008"
"04207";"Oyten";1011;4;231;"07.10.2008"
"04208";"Grasberg";1011;10;540;"07.10.2008"
"04209";"Schwanewede";1011;4;286;"07.10.2008"
"0421";"Bremen";11;4;18458;"07.10.2008"
"04221";"Delmenhorst";11;4;1325;"07.10.2008"
"04222";"Ganderkesee";1011;3;191;"07.10.2008"
"04223";"Ganderkesee-Bookholzberg";1011;4;224;"07.10.2008"
"04224";"Gross Ippener";1011;10;452;"07.10.2008"
"04230";"Verden-Walle";1011;10;402;"07.10.2008"
"04231";"Verden Aller";11;4;1277;"07.10.2008"
"04232";"Langwedel Kr Verden";1011;3;159;"07.10.2008"
"04233";"Blender";1011;4;217;"07.10.2008"
"04234";"Dîrverden";1011;4;209;"07.10.2008"
"04235";"Langwedel-Etelsen";1011;3;156;"07.10.2008"
"04236";"Kirchlinteln";1011;4;236;"07.10.2008"
"04237";"Bendingbostel";1011;10;362;"07.10.2008"
"04238";"Neddenaverbergen";1011;4;248;"07.10.2008"
"04239";"Dîrverden-Westen";1011;4;286;"07.10.2008"
"04240";"Syke-Heiligenfelde";1011;4;302;"07.10.2008"
"04241";"Bassum";11;4;1580;"07.10.2008"
"04242";"Syke";11;4;1660;"07.10.2008"
"04243";"Twistringen";1011;3;174;"07.10.2008"
"04244";"Harpstedt";1011;3;184;"07.10.2008"
"04245";"Neuenkirchen b Bassum";1011;10;367;"07.10.2008"
"04246";"Twistringen-Heiligenloh";1011;4;302;"07.10.2008"
"04247";"Affinghausen";1011;4;284;"07.10.2008"
"04248";"Bassum-Neubruchhausen";1011;4;274;"07.10.2008"
"04249";"Bassum-Nordwohlde";1011;4;342;"07.10.2008"
"04251";"Hoya";1011;4;320;"07.10.2008"
"04252";"Bruchhausen-Vilsen";11;4;1389;"07.10.2008"
"04253";"Asendorf Kr Diepholz";1011;4;232;"07.10.2008"
"04254";"Eystrup";1011;4;236;"07.10.2008"
"04255";"Martfeld";1011;4;348;"07.10.2008"
"04256";"Hilgermissen";1011;10;364;"07.10.2008"
"04257";"Schweringen";1011;4;330;"07.10.2008"
"04258";"Schwarme";1011;4;304;"07.10.2008"
"04260";"Visselhîvede-Wittorf";1011;10;456;"07.10.2008"
"04261";"Rotenburg WÅmme";11;4;1349;"07.10.2008"
"04262";"Visselhîvede";11;4;1559;"07.10.2008"
"04263";"Scheessel";11;4;1249;"07.10.2008"
"04264";"Sottrum Kr Rotenburg";11;4;1408;"07.10.2008"
"04265";"Fintel";1011;4;202;"07.10.2008"
"04266";"Brockel";1011;4;214;"07.10.2008"
"04267";"LauenbrÅck";1011;4;233;"07.10.2008"
"04268";"Bîtersen";1011;3;198;"07.10.2008"
"04269";"Ahausen-Kirchwalsede";1011;10;618;"07.10.2008"
"04271";"Sulingen";1011;3;164;"07.10.2008"
"04272";"Siedenburg";1011;4;318;"07.10.2008"
"04273";"Kirchdorf b Sulingen";1011;4;292;"07.10.2008"
"04274";"Varrel b Sulingen";1011;4;317;"07.10.2008"
"04275";"Ehrenburg";1011;10;417;"07.10.2008"
"04276";"Borstel b Sulingen";1011;10;512;"07.10.2008"
"04277";"Schwafîrden";1011;10;475;"07.10.2008"
"04281";"Zeven";11;4;913;"07.10.2008"
"04282";"Sittensen";11;4;1367;"07.10.2008"
"04283";"Tarmstedt";1011;4;280;"07.10.2008"
"04284";"Selsingen";1011;4;233;"07.10.2008"
"04285";"Rhade b Zeven";1011;3;185;"07.10.2008"
"04286";"Gyhum";1011;4;298;"07.10.2008"
"04287";"Heeslingen-Boitzen";1011;10;366;"07.10.2008"
"04288";"Horstedt Kr Rotenburg";1011;4;286;"07.10.2008"
"04289";"Kirchtimke";1011;10;420;"07.10.2008"
"04292";"Ritterhude";1011;3;178;"07.10.2008"
"04293";"Ottersberg-Fischerhude";1011;4;257;"07.10.2008"
"04294";"Riede Kr Verden";1011;4;280;"07.10.2008"
"04295";"Emtinghausen";1011;10;476;"07.10.2008"
"04296";"Schwanewede-Aschwarden";1011;10;405;"07.10.2008"
"04297";"Ottersberg-Posthausen";1011;4;298;"07.10.2008"
"04298";"Lilienthal";1011;4;262;"07.10.2008"
"04302";"Kirchbarkau";1011;4;272;"07.10.2008"
"04303";"Schlesen";1011;3;194;"07.10.2008"
"04305";"Westensee";1011;3;195;"07.10.2008"
"04307";"Raisdorf";1011;3;198;"07.10.2008"
"04308";"Schwedeneck";1011;3;187;"07.10.2008"
"0431";"Kiel";1011;10;1971;"07.10.2008"
"04320";"HeidmÅhlen";1011;10;594;"07.10.2008"
"04321";"NeumÅnster";11;4;890;"07.10.2008"
"04322";"Bordesholm";1011;3;172;"07.10.2008"
"04323";"Bornhîved";1011;4;228;"07.10.2008"
"04324";"Brokstedt";11;4;1429;"07.10.2008"
"04326";"Wankendorf";1011;10;433;"07.10.2008"
"04327";"Grossenaspe";1011;4;212;"07.10.2008"
"04328";"Rickling";1011;3;187;"07.10.2008"
"04329";"Langwedel Holst";1011;4;209;"07.10.2008"
"04330";"Emkendorf";1011;4;223;"07.10.2008"
"04331";"Rendsburg";11;4;1121;"07.10.2008"
"04332";"Hamdorf b Rendsburg";11;4;1349;"07.10.2008"
"04333";"Erfde";1011;3;188;"07.10.2008"
"04334";"Bredenbek b Rendsburg";1011;3;194;"07.10.2008"
"04335";"Hohn b Rendsburg";1011;4;257;"07.10.2008"
"04336";"Owschlag";1011;10;390;"07.10.2008"
"04337";"Jevenstedt";1011;4;207;"07.10.2008"
"04338";"Alt Duvenstedt";1011;10;415;"07.10.2008"
"04339";"Christiansholm";1011;10;420;"07.10.2008"
"04340";"Achterwehr";1011;4;292;"07.10.2008"
"04342";"Preetz Kr Plîn";1011;4;224;"07.10.2008"
"04343";"Laboe";1011;10;402;"07.10.2008"
"04344";"Schînberg Holstein";1011;4;209;"07.10.2008"
"04346";"Gettorf";11;4;1649;"07.10.2008"
"04347";"Flintbek";11;4;1298;"07.10.2008"
"04348";"Schînkirchen";11;4;1348;"07.10.2008"
"04349";"DÑnischenhagen";1011;4;255;"07.10.2008"
"04351";"Eckernfîrde";1011;4;272;"07.10.2008"
"04352";"Damp";1011;10;559;"07.10.2008"
"04353";"Ascheffel";1011;4;257;"07.10.2008"
"04354";"Fleckeby";1011;3;189;"07.10.2008"
"04355";"Rieseby";1011;4;207;"07.10.2008"
"04356";"Gross Wittensee";1011;4;264;"07.10.2008"
"04357";"Sehestedt Eider";1011;4;319;"07.10.2008"
"04358";"Loose b Eckernfîrde";1011;10;482;"07.10.2008"
"04361";"Oldenburg in Holstein";1011;4;234;"07.10.2008"
"04362";"Heiligenhafen";1011;4;250;"07.10.2008"
"04363";"Lensahn";1011;4;260;"07.10.2008"
"04364";"Dahme Kr Ostholstein";1011;4;214;"07.10.2008"
"04365";"Heringsdorf Holst";1011;10;448;"07.10.2008"
"04366";"Grîmitz-Cismar";1011;4;336;"07.10.2008"
"04367";"Grossenbrode";1011;10;366;"07.10.2008"
"04371";"Burg auf Fehmarn";1011;3;163;"07.10.2008"
"04372";"Westfehmarn";1011;4;238;"07.10.2008"
"04381";"LÅtjenburg";1011;3;179;"07.10.2008"
"04382";"Wangels";1011;3;169;"07.10.2008"
"04383";"Grebin";1011;4;264;"07.10.2008"
"04384";"Selent";1011;4;227;"07.10.2008"
"04385";"Hohenfelde b Kiel";11;4;1460;"07.10.2008"
"04392";"Nortorf b NeumÅnster";1011;4;219;"07.10.2008"
"04393";"Boostedt";1011;10;361;"07.10.2008"
"04394";"Bokhorst";1011;4;225;"07.10.2008"
"04401";"Brake Unterweser";1011;3;185;"07.10.2008"
"04402";"Rastede";11;4;1746;"07.10.2008"
"04403";"Bad Zwischenahn";11;4;913;"07.10.2008"
"04404";"Elsfleth";1011;4;284;"07.10.2008"
"04405";"Edewecht";1011;4;240;"07.10.2008"
"04406";"Berne";1011;4;251;"07.10.2008"
"04407";"Wardenburg";1011;3;182;"07.10.2008"
"04408";"Hude Oldenburg";11;4;1408;"07.10.2008"
"04409";"Westerstede-Ocholt";1011;4;202;"07.10.2008"
"0441";"Oldenburg (Oldb)";1011;10;2284;"07.10.2008"
"04421";"Wilhelmshaven";11;4;1572;"07.10.2008"
"04422";"Sande Kr Friesl";1011;4;236;"07.10.2008"
"04423";"Fedderwarden";1011;10;465;"07.10.2008"
"04425";"Wangerland-Hooksiel";1011;4;236;"07.10.2008"
"04426";"Wangerland-Horumersiel";1011;4;316;"07.10.2008"
"04431";"Wildeshausen";11;4;1374;"07.10.2008"
"04432";"Dîtlingen-Brettorf";1011;4;346;"07.10.2008"
"04433";"Dîtlingen";1011;4;291;"07.10.2008"
"04434";"Colnrade";1011;10;487;"07.10.2008"
"04435";"Grossenkneten";1011;10;404;"07.10.2008"
"04441";"Vechta";11;4;930;"07.10.2008"
"04442";"Lohne Oldenburg";1011;3;174;"07.10.2008"
"04443";"Dinklage";1011;4;255;"07.10.2008"
"04444";"Goldenstedt";1011;4;316;"07.10.2008"
"04445";"Visbek Kr Vechta";1011;10;381;"07.10.2008"
"04446";"Bakum Kr Vechta";1011;4;289;"07.10.2008"
"04447";"Vechta-Langfîrden";1011;4;204;"07.10.2008"
"04451";"Varel Jadebusen";11;4;1172;"07.10.2008"
"04452";"Zetel-Neuenburg";1011;4;225;"07.10.2008"
"04453";"Zetel";1011;4;290;"07.10.2008"
"04454";"Jade";1011;4;201;"07.10.2008"
"04455";"Jade-Schweiburg";1011;10;400;"07.10.2008"
"04456";"Varel-AltjÅhrden";1011;4;343;"07.10.2008"
"04458";"Wiefelstede-Spohle";1011;4;300;"07.10.2008"
"04461";"Jever";11;4;1302;"07.10.2008"
"04462";"Wittmund";1011;4;208;"07.10.2008"
"04463";"Wangerland";1011;4;302;"07.10.2008"
"04464";"Wittmund-Carolinensiel";1011;4;309;"07.10.2008"
"04465";"Friedeburg Ostfriesl";1011;4;230;"07.10.2008"
"04466";"Wittmund-Ardorf";1011;10;386;"07.10.2008"
"04467";"Wittmund-Funnix";1011;10;531;"07.10.2008"
"04468";"Friedeburg-Reepsholt";1011;10;420;"07.10.2008"
"04469";"Wangerooge";1011;4;272;"07.10.2008"
"04471";"Cloppenburg";11;4;822;"07.10.2008"
"04472";"Lastrup";1011;4;251;"07.10.2008"
"04473";"Emstek";1011;4;267;"07.10.2008"
"04474";"Garrel";1011;3;164;"07.10.2008"
"04475";"Molbergen";1011;4;269;"07.10.2008"
"04477";"Lastrup-Hemmelte";1011;10;375;"07.10.2008"
"04478";"Cappeln Oldenburg";1011;10;386;"07.10.2008"
"04479";"Molbergen-Peheim";1011;10;363;"07.10.2008"
"04480";"Ovelgînne-StrÅckhausen";1011;4;263;"07.10.2008"
"04481";"Hatten-Sandkrug";1011;4;288;"07.10.2008"
"04482";"Hatten";1011;4;281;"07.10.2008"
"04483";"Ovelgînne-Gro·enmeer";1011;4;305;"07.10.2008"
"04484";"Hude-WÅsting";1011;4;262;"07.10.2008"
"04485";"Elsfleth-Huntorf";1011;10;424;"07.10.2008"
"04486";"Edewecht-Friedrichsfehn";1011;3;186;"07.10.2008"
"04487";"Grossenkneten-Huntlosen";1011;4;328;"07.10.2008"
"04488";"Westerstede";11;4;1486;"07.10.2008"
"04489";"Apen";1011;10;371;"07.10.2008"
"04491";"Friesoythe";1011;10;425;"07.10.2008"
"04492";"Saterland";1011;4;341;"07.10.2008"
"04493";"Friesoythe-Gehlenberg";1011;4;311;"07.10.2008"
"04494";"Bîsel Oldenburg";1011;4;249;"07.10.2008"
"04495";"Friesoythe-ThÅle";1011;10;486;"07.10.2008"
"04496";"Friesoythe-Markhausen";1011;10;512;"07.10.2008"
"04497";"Bar·el-HarkebrÅgge";1011;10;368;"07.10.2008"
"04498";"Saterland-Ramsloh";1011;4;333;"07.10.2008"
"04499";"Barssel";1011;4;313;"07.10.2008"
"04501";"Kastorf Holst";1011;4;253;"07.10.2008"
"04502";"LÅbeck-TravemÅnde";1011;4;235;"07.10.2008"
"04503";"Timmendorfer Strand";1011;4;206;"07.10.2008"
"04504";"Ratekau";1011;4;346;"07.10.2008"
"04505";"Stockelsdorf-Curau";1011;4;311;"07.10.2008"
"04506";"Stockelsdorf-Krumbeck";1011;4;275;"07.10.2008"
"04508";"Krummesse";1011;3;172;"07.10.2008"
"04509";"Gro· Grînau";1011;10;588;"07.10.2008"
"0451";"LÅbeck";1011;10;2194;"07.10.2008"
"04521";"Eutin";11;4;661;"07.10.2008"
"04522";"Plîn";1011;3;173;"07.10.2008"
"04523";"Malente";1011;4;203;"07.10.2008"
"04524";"Scharbeutz-Pînitz";11;4;1327;"07.10.2008"
"04525";"Ahrensbîk";1011;4;246;"07.10.2008"
"04526";"Ascheberg Holstein";1011;4;214;"07.10.2008"
"04527";"Bosau";1011;4;247;"07.10.2008"
"04528";"Schînwalde am Bungsberg";11;4;1397;"07.10.2008"
"04529";"SÅsel-Bujendorf";1011;10;497;"07.10.2008"
"04531";"Bad Oldesloe";1011;3;181;"07.10.2008"
"04532";"Bargteheide";11;4;923;"07.10.2008"
"04533";"Reinfeld Holstein";1011;4;259;"07.10.2008"
"04534";"Steinburg Kr Storman";1011;4;235;"07.10.2008"
"04535";"Nahe";1011;10;425;"07.10.2008"
"04536";"Steinhorst Lauenb";1011;4;221;"07.10.2008"
"04537";"SÅlfeld Holst";1011;3;182;"07.10.2008"
"04539";"Westerau";1011;4;238;"07.10.2008"
"04541";"Ratzeburg";1011;3;175;"07.10.2008"
"04542";"Mîlln Lauenb";11;4;734;"07.10.2008"
"04543";"Nusse";1011;4;281;"07.10.2008"
"04544";"Berkenthin";1011;4;240;"07.10.2008"
"04545";"Seedorf Lauenb";1011;4;267;"07.10.2008"
"04546";"Mustin Lauenburg";1011;10;523;"07.10.2008"
"04547";"Gudow Lauenb";1011;4;345;"07.10.2008"
